"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"restaurant (nearest)";"restaurant address";"restaurant latitude";"restaurant longitude";"distance"
"Madrid-Norte";"28075078";"EEI-CN";"EL ALMENDRO (PROGRAMA DE CASA DE NIÑOS)";"Calle De Juan Gris, 3 ";"Colmenar Viejo";"-";"28770";"918473480";"918451792";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075078";"null";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"0.7657326899825692"
"Madrid-Este";"28057830";"EEI-CN";"EL ARBOL";"Calle De Samuel Baltes, 45 ";"Villarejo de Salvanés";"-";"28590";"606193485";"606193485";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057830";"cn.elarbol.villarejo@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"28.069822047400912"
"Madrid-Norte";"28050631";"EEI-CN";"EL BERRUECO";"Calle Real, 26 ";"Berrueco, El";"-";"28192";"918686048";"918694094";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050631";"cn.elberrueco@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"30.51128705560874"
"Madrid-Sur";"28057519";"EEI-CN";"EL BOSQUE";"Calle Pintor Rosales, 1-b ";"Parla";"-";"28982";"916995160";"916995160";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057519";"cn.elbosque.parla@educa.madrid.org";"Rodilla Fuenlabrada";"C.C. Plaza de la Estación, C/ Rumanía Local 2 / T, 28944, FUENLABRADA";"40.282895";"-3.801599";"5.594782050317249"
"Madrid-Este";"28048117";"EEI-CN";"EL BOSQUE ENCANTADO";"Calle Mayor, 36 ";"Torres de la Alameda";"-";"28813";"918858489";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048117";"cn.elbosqueencantado.torres@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"9.049237480404894"
"Madrid-Sur";"28079175";"EEI-CN";"EL BOSQUE (PROGRAMA CASA DE NIÑOS)";"Calle De La Encina, 2 ";"Humanes de Madrid";"-";"28970";"914982718";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079175";"null";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"4.385060607424242"
"Madrid-Oeste";"28077142";"EEI-CN";"EL CALIMERO (PROGRAMA CASA DE NIÑOS)";"Calle Amapolas, S/n ";"Collado Villalba";"-";"28400";"674334740";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077142";"null";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"16.28951707552166"
"Madrid-Norte";"28058895";"EEI-CN";"EL CANCIONERO";"Calle De Las Eras, 2 ";"Valdemanco";"-";"28729";"918481157";"918481157";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058895";"cn.elcancionero.valdemanco@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"24.61484163153388"
"Madrid-Este";"28047319";"EEI-CN";"EL CASTILLO";"Calle De San José, 2 ";"Villarejo de Salvanés";"-";"28590";"918745068";"918745937";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047319";"cn.elcastillo.villarejo@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"28.58437871038419"
"Madrid-Este";"28050665";"EEI-CN";"EL DRAGON";"Calle Del Alcalde Francisco Santero, 4 ";"Rivas-Vaciamadrid";"-";"28521";"916704207";"916704207";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050665";"cn.eldragon.rivas@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"1.2639079931310708"
"Madrid-Sur";"28058937";"EEI-CN";"EL DUENDE";"Avenida De Juan Carlos I, 26 ";"Getafe";"-";"28905";"916810074";"916810074";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058937";"cn.elduende.getafe@educa.madrid.org";"Rodilla Fuenlabrada";"C.C. Plaza de la Estación, C/ Rumanía Local 2 / T, 28944, FUENLABRADA";"40.282895";"-3.801599";"4.4352093867134865"
"Madrid-Norte";"28076472";"EEI-CN";"EL FARO (PROGRAMA CASA DE NIÑOS)";"Avenida De Talavera De La Reina, S/n ";"San Sebastián de los Reyes";"-";"28701";"-";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076472";"null";"Rodilla Plaza Norte Kiosco";"CC. Pza. Norte 2 local A67 (KIOSCO), 28703, San Sebastián de los Reyes";"40.541129";"-3.614984";"2.7722511454084606"
"Madrid-Oeste";"28058214";"EEI-CN";"EL HADA TRAGA MANZANAS";"Calle Almendros, S/n ";"Collado Villalba";"-";"28400";"918493174";"918493174";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058214";"cn.elhadatragamanzanas.colladovillalba@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"14.555712175648619"
"Madrid-Sur";"28076401";"EEI-CN";"EL NARANJO (PROGRAMA CASA DE NIÑOS)";"Paseo Riazor, S/n ";"Fuenlabrada";"-";"28942";"916085189";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076401";"null";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"1.7186627863189714"
"Madrid-Este";"28048737";"EEI-CN";"EL OLMO";"Calle Carlos Ruiz, 13 ";"Villar del Olmo";"-";"28512";"918732179";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048737";"cn.elolmo.villardelolmo@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"19.80679078903868"
"Madrid-Oeste";"28047253";"EEI-CN";"EL PARQUE";"Carretera M-512 (navas Del Rey), 9 ";"Robledo de Chavela";"-";"28294";"918998248";"918998590";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047253";"cn.elparque.robledo@educa.madrid.org";"Rodilla Gran Plaza 2";"C/ De Los Químicos - Local AR01, 28222, MAJADAHONDA";"40.49153";"-3.899175";"28.725446175262757"
"Madrid-Sur";"28060671";"EEI-CN";"EL PRINCIPITO";"Avenida José Fernández Segovia, 1 ";"Torrejón de Velasco";"-";"28990";"663802339";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060671";"eei.elprincipito.torrejondevelasco@educa.madrid.org";"Rodilla Valdemoro";"C/ Estrella de Elola 12, 28340, VALDEMORO";"40.19156";"-3.678167";"8.407503032880307"
"Madrid-Sur";"28077002";"EEI-CN";"EL ROBLE (PROGRAMA CASA DE NIÑOS)";"Glorieta De Lituania, S/n ";"Valdemoro";"-";"28341";"918083102";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077002";"null";"Rodilla Valdemoro";"C/ Estrella de Elola 12, 28340, VALDEMORO";"40.19156";"-3.678167";"0.9214812020842355"
"Madrid-Sur";"28077014";"EEI-CN";"EL RODARI (PROGRAMA CASA DE NIÑOS)";"Avenida De Villaviciosa, S/n ";"Alcorcón";"-";"28922";"-";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077014";"null";"Rodilla Tres Aguas";"Avda San Martin de Valdeiglesias 24 Local 132, 28922, MADRID";"40.357282";"-3.834849";"0.6417243637606153"
"Madrid-Sur";"28075753";"EEI-CN";"EL ROMANCERO (PROGRAMA DE CASA DE NIÑOS)";"Calle Dinamarca, 11 ";"Leganés";"-";"28916";"916884688";"916884688";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075753";"null";"Rodilla Kiosco Parquesur";"C.C. Parquesur - loc. 28-29 Avda. Gran Bretaña,s/n, 28916, LEGANES";"40.339558";"-3.7343";"0.7098727949989613"
"Madrid-Sur";"28076022";"EEI-CN";"EL SACAPUNTAS (PROGRAMA DE CASA DE NIÑOS)";"Calle De Las Ciencias, 27 ";"Fuenlabrada";"-";"28943";"914986125";"914986125";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076022";"null";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"0.6901169607214035"
"Madrid-Este";"28068384";"EEI-CN";"EL SASTRECILLO VALIENTE";"Calle Mayor, 71 ";"Torres de la Alameda";"-";"28813";"918868961";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068384";"eei.elsastrecillovaliente.torres@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"9.391905516388599"
"Madrid-Este";"28071036";"EEI-CN";"EL SAUCE LLORON";"Calle Mayor, 47 ";"Corpa";"-";"28811";"918846643";"918846643";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071036";"cn.elsaucelloron.corpa@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"10.925193976140589"
"Madrid-Capital";"28076691";"EEI-CN";"EL SEÑOR DON GATO (PROGRAMA CASA DE NIÑOS)";"Calle De Los Poetas, S/n ";"Madrid";"Vicálvaro";"28032";"913711962";"917080207";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076691";"null";"Rodilla CC Las Rosas";"CC Las Rosas, Avda de Guadalajara 2 PA Local A5/T5, 28032, Madrid";"40.417969";"-3.621207";"2.437405594257367"
"Madrid-Sur";"28047265";"EEI-CN";"EL TREBOL";"Calle Del Trébol, 2 ";"Serranillos del Valle";"-";"28979";"918175871";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047265";"eei.eltrebol.serranillos@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"10.78350041859518"
"Madrid-Capital";"28076629";"EEI-CN";"EL TRÉBOL (PROGRAMA CASA DE NIÑOS)";"Calle De Tristana, 2 ";"Madrid";"Puente de Vallecas";"28018";"917772208";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076629";"null";"Rodilla Mendez Alvaro";"CC. Mendez Alvaro C/ Retama 8, 28042, Madrid";"40.395028";"-3.675646";"2.271104535023141"
"Madrid-Norte";"28058913";"EEI-CN";"EL VELLON";"Calle Talamaca, 5 ";"Vellón, El";"-";"28722";"918413172";"918434031";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058913";"cn.numerouno.elvellon@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"19.954039732742146"
"Madrid-Este";"28047769";"EEI-CN";"ELMER";"Avenida De Tielmes, 23 ";"Carabaña";"-";"28560";"918723769";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047769";"cn.carabana@educa.madrid.org";"Rodilla H2Ocio";"C/Marie Curie 4 kiosko planta baja, 28521, Rivas-Vaciamadrid";"40.337324";"-3.526776";"26.45742740137941"
"Madrid-Sur";"28072375";"EEI-CN";"ERASE UNA VEZ";"Calle Madrid, 55 ";"Moraleja de Enmedio";"-";"28950";"916094603";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072375";"cn.eraseunavez.moraleja@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"3.8617443927451856"
"Madrid-Este";"28048701";"EEI-CN";"FEDERICO GARCIA LORCA";"Calle Molino, 3 ";"Loeches";"-";"28890";"918851290";"918851290";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048701";"cn.garcialorca.loeches@educa.madrid.org";"ECI ALCALA DE HENARES";"ECI Alcala de Henares Av. Juan Carlos I s/n, 28806, Alcala de Henares";"40.479153";"-3.401884";"10.675846343207597"
"Madrid-Oeste";"28050689";"EEI-CN";"FRESNEDILLAS DE LA OLIVA";"Calle Del Caño, 14 ";"Fresnedillas de la Oliva";"-";"28214";"918989200";"918998590";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050689";"cn.fresnedillas@educa.madrid.org";"Rodilla Gran Plaza 2";"C/ De Los Químicos - Local AR01, 28222, MAJADAHONDA";"40.49153";"-3.899175";"22.934435289860705"
"Madrid-Este";"28047848";"EEI-CN";"FRESNO DE TOROTE";"Camino Valdeavero, 2 ";"Fresno de Torote";"-";"28815";"918791692";"918791692";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047848";"cn.fresno@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"15.506270956564656"
"Madrid-Este";"28067276";"EEI-CN";"GALOPINES";"Calle De Sergio Caballero, 14 ";"Pezuela de las Torres";"-";"28812";"918869483";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067276";"cn.galopines.pezueladelastorres@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"17.574742928189025"
"Madrid-Norte";"28047757";"EEI-CN";"GARABATOS";"Calle De Emilia Pardo Bazán, 13 ";"Algete";"-";"28110";"916280477";"916280477";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047757";"cn.garabatos.algete@educa.madrid.org";"Rodilla Alegra";"Calle Salvador Madariaga s/n , 28702, S.S. DE LOS REYES";"40.566539";"-3.609529";"9.472571750707795"
"Madrid-Este";"28056801";"EEI-CN";"GARABATOS";"Avenida Reyes Magos, 13 ";"Alcalá de Henares";"-";"28806";"918802243";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056801";"cn.garabatos.alcala@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"1.328783119418746"
"Madrid-Capital";"28056795";"EEI-CN";"GINER DE LOS RIOS";"Calle De Membezar, 25 ";"Madrid";"Puente de Vallecas";"28053";"917860722";"917860722";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056795";"cn.ginerdelosrios.madrid@educa.madrid.org";"Rodilla Mendez Alvaro";"CC. Mendez Alvaro C/ Retama 8, 28042, Madrid";"40.395028";"-3.675646";"1.8255282589720272"
"Madrid-Norte";"28078663";"EEI-CN";"GLORIA FUERTES (PROGRAMA CASA DE NIÑOS)";"Avenida De España, S/n ";"Soto del Real";"-";"28791";"918476915";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078663";"null";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"9.854564003213643"
"Madrid-Sur";"28047851";"EEI-CN";"GRIÑON";"Calle De La Ermita, 3 ";"Griñón";"-";"28971";"918140728";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047851";"cn.grinon@educa.madrid.org";"Rod. Sodexo Fuenlabrada";"Camino del Molino, 2, Zona Admisiones, 28942, Fuenlabrada";"40.286685";"-3.816255";"8.392149968224972"
"Madrid-Norte";"28047149";"EEI-CN";"GUADALIX DE LA SIERRA";"Calle Eras De Abajo, 1 ";"Guadalix de la Sierra";"-";"28794";"918471457";"918470135";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047149";"cn.guadalix@educa.madrid.org";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"14.707701475583969"
"Madrid-Oeste";"28048683";"EEI-CN";"GUADARRAMA";"Calle De Los Dos Escoriales, 3 ";"Guadarrama";"-";"28440";"918548694";"918542905";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048683";"cn.guadarrama@educa.madrid.org";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"23.086967485166518"
"Madrid-Este";"28049109";"EEI-CN";"HUERTA CHICA";"Calle De La Solana, S/n ";"San Fernando de Henares";"-";"28830";"916734343";"916698187";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049109";"cn.huertachica.sanfernando@educa.madrid.org";"Rodilla Plenilunio";"CC.Plenilunio, Aracne local 210 2ª  Planta, 28022, MADRID";"40.447127";"-3.587358";"5.26380290212604"
"Madrid-Sur";"28071671";"EEI-CN";"ILUSIONES";"Calle De Antonio Machado, 48 ";"Rozas de Puerto Real";"-";"28649";"918648639";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071671";"cn.ilusiones.rozasdepuertoreal@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"48.13780048415874"
"Madrid-Este";"28067288";"EEI-CN";"JARAMITA";"Calle Rafael Sánchez Ferlosio, S/n ";"San Fernando de Henares";"-";"28830";"916714765";"916698187";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067288";"cn.jaramita.sanfernando@educa.madrid.org";"Rodilla Plenilunio";"CC.Plenilunio, Aracne local 210 2ª  Planta, 28022, MADRID";"40.447127";"-3.587358";"5.5981635404758645"
"Madrid-Sur";"28077385";"EEI-CN";"JUAN FARIAS (PROGRAMA CASA DE NIÑOS)";"Calle Toledo, 18 ";"Villaviciosa de Odón";"-";"28670";"916161281";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077385";"null";"Rodilla Villavicosa Odon";"Avda Príncipe de Asturias, 131, 28670, Villaviciosa de Odón";"40.356444";"-3.902889";"1.4954027215905115"
"Madrid-Sur";"28077300";"EEI-CN";"LA ALAMEDA (PROGRAMA CASA DE NIÑOS)";"Calle De Concepción Arenal, 15 ";"Fuenlabrada";"-";"28942";"914869995";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077300";"null";"Rodilla Loranca";"C.C. Loranca, Avda. Pablo Iglesias 17, local 108, 28942, FUENLABRADA";"40.303461";"-3.831836";"1.4098477959470994"
"Madrid-Este";"28047125";"EEI-CN";"LA BALLENITA";"Avenida De Elena Soriano, 7 ";"Fuentidueña de Tajo";"-";"28597";"918728074";"918728074";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047125";"cn.fuentiduena@educa.madrid.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"38.86779268977654"
"Madrid-Norte";"28074566";"EEI-CN";"LA CABRERA (PROGRAMA DE CASA DE NIÑOS)";"Calle De Paraguay, 17 ";"Cabrera, La";"-";"28751";"918688512";"918688512";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074566";"null";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"26.134893952123438"
"Madrid-Norte";"28047836";"EEI-CN";"LA CIGÜEÑA";"Calle Teruel, 12bis ";"Fuente el Saz de Jarama";"-";"28140";"916200892";"916200912";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047836";"cn.fuenteelsaz@educa.madrid.org";"Rodilla Alegra";"Calle Salvador Madariaga s/n , 28702, S.S. DE LOS REYES";"40.566539";"-3.609529";"10.225874385831643"
"Madrid-Este";"28057842";"EEI-CN";"LA COLMENA";"Calle De Goya, 44 ";"Colmenar de Oreja";"-";"28380";"666459560";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057842";"cn.numerouno.colmenardeoreja@educa.madrid.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"20.207389609825476"
"Madrid-Este";"28067690";"EEI-CN";"LA ENCINA";"Calle Del Pintor Álvaro Delgado, 4 ";"Olmeda de las Fuentes";"-";"28515";"918736516";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067690";"cn.laencina.olmedadelasfuentes@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"17.795187215767424"
"Madrid-Sur";"28058901";"EEI-CN";"LA ESTACION";"Paseo De La Estación, 12 ";"Villamanta";"-";"28610";"696992525";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058901";"cn.villamanta.villamanta@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"15.758471821297082"
"Madrid-Este";"28073112";"EEI-CN";"LA ISLA DE LAS ARREÑAS";"Carretera De Pastrana, 7 ";"Anchuelo";"-";"28818";"912652866";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073112";"eei.laisladelasarrenas.anchuelo@educa.madrid.org";"Rodilla Via Complutense";"Vía Complutense, 35, 28802, Alcala de Henares  MADRID";"40.485322";"-3.364744";"8.478841255415528"
"Madrid-Sur";"28057544";"EEI-CN";"LA JARA";"Calle Del Olivar, 4 ";"Villamantilla";"-";"28609";"918137145";"918137145";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057544";"cn.villamantilla@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"17.750658197697224"
"Madrid-Sur";"28072399";"EEI-CN";"LA LIEBRE Y LA TORTUGA";"Calle Emma González Tablada, 2 ";"Villa del Prado";"-";"28630";"918620209";"918620209";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072399";"cn.liebreytortuga.villadelprado@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"32.1138679379874"
"Madrid-Sur";"28048063";"EEI-CN";"LA LUNA";"Avenida Del Ferrocarril, S/n ";"San Martín de Valdeiglesias";"-";"28680";"918610808";"918676509";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048063";"cn.sanmartindevaldeiglesias@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"41.1632620259099"
"Madrid-Sur";"28074773";"EEI-CN";"LA MIMOSA (PROGRAMA DE CASA DE NIÑOS)";"Calle De La Tía Javiera, 4 ";"Fuenlabrada";"-";"28942";"918317148";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074773";"null";"Rodilla Loranca";"C.C. Loranca, Avda. Pablo Iglesias 17, local 108, 28942, FUENLABRADA";"40.303461";"-3.831836";"0.8265451152376476"
"Madrid-Sur";"28047812";"EEI-CN";"LA OLMA";"Calle Guillermo Bonet, S/n ";"Colmenar del Arroyo";"-";"28213";"918651372";"918651372";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047812";"cn.laolma.colmenardelarroyo@educa.madrid.org";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"25.603036473318262"
"Madrid-Sur";"28048075";"EEI-CN";"LA PAJARA PINTA";"Paseo Del Olivar, 3 ";"Sevilla la Nueva";"-";"28609";"918128044";"918128044";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048075";"cn.sevilla@educa.madrid.org";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"10.40921850937718"
"Madrid-Sur";"28075856";"EEI-CN";"LA PIÑATA (PROGRAMA DE CASA DE NIÑOS)";"Calle Costa Rica, 26 ";"Fuenlabrada";"-";"28945";"916979647";"916979647";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075856";"null";"Rodilla Fuenlabrada";"C.C. Plaza de la Estación, C/ Rumanía Local 2 / T, 28944, FUENLABRADA";"40.282895";"-3.801599";"1.7718256560868277"
"Madrid-Este";"28077439";"EEI-CN";"LAS BRISAS (PROGRAMA CASA DE NIÑOS)";"Avenida Conde De Belmonte, S/n ";"Belmonte de Tajo";"-";"28390";"918727501";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077439";"null";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"25.557580059670283"
"Madrid-Oeste";"28076046";"EEI-CN";"LAS CASITAS (PROGRAMA DE CASA DE NIÑOS)";"Calle Madrid, 38 ";"Colmenarejo";"-";"28270";"-";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076046";"null";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"10.686676651842845"
